"","gene_id","annotation"
"43642","ENSG00000134001","protein_coding"
"43643","ENSG00000100558","protein_coding"
"43644","ENSG00000265993","miRNA"
"43645","ENSG00000156127","protein_coding"
"43646","ENSG00000224721","lncRNA"
"43647","ENSG00000119686","protein_coding"
"43648","ENSG00000242951","processed_pseudogene"
"43649","ENSG00000201096","rRNA_pseudogene"
"43650","ENSG00000280494","miRNA"
"43651","ENSG00000119685","protein_coding"
"43652","ENSG00000133935","protein_coding"
"43653","ENSG00000283629","lncRNA"
"43654","ENSG00000089916","protein_coding"
"43655","ENSG00000258454","lncRNA"
"43656","ENSG00000280078","TEC"
"43657","ENSG00000258402","lncRNA"
"43658","ENSG00000119650","protein_coding"
"43659","ENSG00000100503","protein_coding"
"43660","ENSG00000054690","protein_coding"
"43661","ENSG00000100564","protein_coding"
"43662","ENSG00000259502","processed_pseudogene"
"43663","ENSG00000259648","transcribed_processed_pseudogene"
"43664","ENSG00000201529","misc_RNA"
"43665","ENSG00000081181","protein_coding"
"43666","ENSG00000286861","lncRNA"
"43667","ENSG00000100568","protein_coding"
"43668","ENSG00000258626","processed_pseudogene"
"43669","ENSG00000272253","rRNA_pseudogene"
"43670","ENSG00000258466","protein_coding"
"43671","ENSG00000072042","protein_coding"
"43672","ENSG00000139988","protein_coding"
"43673","ENSG00000241542","misc_RNA"
"43674","ENSG00000258618","processed_pseudogene"
"43675","ENSG00000271697","processed_pseudogene"
"43676","ENSG00000239820","misc_RNA"
"43677","ENSG00000258759","processed_pseudogene"
"43678","ENSG00000274666","unprocessed_pseudogene"
"43679","ENSG00000226677","processed_pseudogene"
"43680","ENSG00000279434","TEC"
"43681","ENSG00000151332","protein_coding"
"43682","ENSG00000283098","lncRNA"
"43683","ENSG00000188831","transcribed_unprocessed_pseudogene"
"43684","ENSG00000238540","snRNA"
"43685","ENSG00000257520","protein_coding"
"43686","ENSG00000229415","lncRNA"
"43687","ENSG00000136352","protein_coding"
"43688","ENSG00000253563","lncRNA"
"43689","ENSG00000258467","unprocessed_pseudogene"
"43690","ENSG00000243730","processed_pseudogene"
"43691","ENSG00000136327","protein_coding"
"43692","ENSG00000201395","misc_RNA"
"43693","ENSG00000258661","lncRNA"
"43694","ENSG00000198807","protein_coding"
"43695","ENSG00000172717","protein_coding"
"43696","ENSG00000258988","processed_pseudogene"
"43697","ENSG00000072415","protein_coding"
"43698","ENSG00000286319","lncRNA"
"43699","ENSG00000100554","protein_coding"
"43700","ENSG00000100883","protein_coding"
"43701","ENSG00000211959","IG_V_gene"
"43702","ENSG00000253467","IG_V_pseudogene"
"43703","ENSG00000228757","unprocessed_pseudogene"
"43704","ENSG00000253294","IG_V_pseudogene"
"43705","ENSG00000278473","IG_V_pseudogene"
"43706","ENSG00000228966","processed_pseudogene"
"43707","ENSG00000254228","IG_V_pseudogene"
"43708","ENSG00000232216","IG_V_gene"
"43709","ENSG00000283195","IG_V_pseudogene"
"43710","ENSG00000283562","IG_V_pseudogene"
"43711","ENSG00000283464","IG_V_pseudogene"
"43712","ENSG00000270816","lncRNA"
"43713","ENSG00000253465","IG_V_pseudogene"
"43714","ENSG00000253895","IG_V_pseudogene"
"43715","ENSG00000211961","IG_V_gene"
"43716","ENSG00000211962","IG_V_gene"
"43717","ENSG00000253808","IG_V_pseudogene"
"43718","ENSG00000229092","IG_V_pseudogene"
"43719","ENSG00000253862","IG_V_pseudogene"
"43720","ENSG00000211964","IG_V_gene"
"43721","ENSG00000211965","IG_V_gene"
"43722","ENSG00000253386","IG_V_pseudogene"
"43723","ENSG00000253241","IG_V_pseudogene"
"43724","ENSG00000211966","IG_V_gene"
"43725","ENSG00000253941","IG_V_pseudogene"
"43726","ENSG00000253545","IG_V_pseudogene"
"43727","ENSG00000211967","IG_V_gene"
"43728","ENSG00000253714","IG_V_pseudogene"
"43729","ENSG00000275475","IG_V_pseudogene"
"43730","ENSG00000254395","IG_V_pseudogene"
"43731","ENSG00000253131","IG_V_pseudogene"
"43732","ENSG00000253759","IG_V_pseudogene"
"43733","ENSG00000211968","IG_V_gene"
"43734","ENSG00000224373","IG_V_gene"
"43735","ENSG00000253742","IG_V_pseudogene"
"43736","ENSG00000254167","IG_V_gene"
"43737","ENSG00000119638","protein_coding"
"43738","ENSG00000279140","TEC"
"43739","ENSG00000258701","lncRNA"
"43740","ENSG00000239365","processed_pseudogene"
"43741","ENSG00000196183","processed_pseudogene"
"43742","ENSG00000075413","protein_coding"
"43743","ENSG00000205978","protein_coding"
"43744","ENSG00000139899","protein_coding"
"43745","ENSG00000100441","protein_coding"
"43746","ENSG00000258744","lncRNA"
"43747","ENSG00000092009","protein_coding"
"43748","ENSG00000258657","lncRNA"
"43749","ENSG00000100450","protein_coding"
"43750","ENSG00000100453","protein_coding"
"43751","ENSG00000100448","protein_coding"
"43752","ENSG00000258421","processed_pseudogene"
"43753","ENSG00000021645","protein_coding"
"43754","ENSG00000199454","rRNA_pseudogene"
"43755","ENSG00000239438","processed_pseudogene"
"43756","ENSG00000258723","lncRNA"
"43757","ENSG00000258719","lncRNA"
"43758","ENSG00000258874","lncRNA"
"43759","ENSG00000258478","lncRNA"
"43760","ENSG00000258829","lncRNA"
"43761","ENSG00000258419","lncRNA"
"43762","ENSG00000258662","lncRNA"
"43763","ENSG00000259106","lncRNA"
"43764","ENSG00000287118","lncRNA"
"43765","ENSG00000258637","lncRNA"
"43766","ENSG00000258416","lncRNA"
"43767","ENSG00000287913","lncRNA"
"43768","ENSG00000207089","snRNA"
"43769","ENSG00000270975","unprocessed_pseudogene"
"43770","ENSG00000258565","unprocessed_pseudogene"
"43771","ENSG00000258967","processed_pseudogene"
"43772","ENSG00000258531","processed_pseudogene"
"43773","ENSG00000259062","lncRNA"
"43774","ENSG00000242293","processed_pseudogene"
"43775","ENSG00000139990","protein_coding"
"43776","ENSG00000259165","processed_pseudogene"
"43777","ENSG00000206768","misc_RNA"
"43778","ENSG00000276063","lncRNA"
"43779","ENSG00000278587","misc_RNA"
"43780","ENSG00000258350","processed_pseudogene"
"43781","ENSG00000092140","protein_coding"
"43782","ENSG00000258648","processed_pseudogene"
"43783","ENSG00000243855","processed_pseudogene"
"43784","ENSG00000092108","protein_coding"
"43785","ENSG00000280281","TEC"
"43786","ENSG00000140093","protein_coding"
"43787","ENSG00000170099","protein_coding"
"43788","ENSG00000258597","polymorphic_pseudogene"
"43789","ENSG00000197249","protein_coding"
"43790","ENSG00000256357","lncRNA"
"43791","ENSG00000186910","protein_coding"
"43792","ENSG00000170054","protein_coding"
"43793","ENSG00000165953","protein_coding"
"43794","ENSG00000129484","protein_coding"
"43795","ENSG00000133943","protein_coding"
"43796","ENSG00000129467","protein_coding"
"43797","ENSG00000187097","protein_coding"
"43798","ENSG00000227051","protein_coding"
"43799","ENSG00000119715","protein_coding"
"43800","ENSG00000168398","protein_coding"
"43801","ENSG00000092067","protein_coding"
"43802","ENSG00000092199","protein_coding"
"43803","ENSG00000053254","protein_coding"
"43804","ENSG00000089775","protein_coding"
"43805","ENSG00000151327","protein_coding"
"43806","ENSG00000250366","protein_coding"
"43807","ENSG00000155465","protein_coding"
"43808","ENSG00000157227","protein_coding"
"43809","ENSG00000252800","scaRNA"
"43810","ENSG00000140006","protein_coding"
"43811","ENSG00000258962","processed_pseudogene"
"43812","ENSG00000275154","snoRNA"
"43813","ENSG00000260711","lncRNA"
"43814","ENSG00000165929","protein_coding"
"43815","ENSG00000100815","protein_coding"
"43816","ENSG00000259020","processed_pseudogene"
"43817","ENSG00000066427","protein_coding"
"43818","ENSG00000183648","protein_coding"
"43819","ENSG00000165934","protein_coding"
"43820","ENSG00000140092","protein_coding"
"43821","ENSG00000092203","protein_coding"
"43822","ENSG00000165819","protein_coding"
"43823","ENSG00000165821","protein_coding"
"43824","ENSG00000257096","lncRNA"
"43825","ENSG00000201358","misc_RNA"
"43826","ENSG00000251792","misc_RNA"
"43827","ENSG00000100483","protein_coding"
"43828","ENSG00000100485","protein_coding"
"43829","ENSG00000087299","protein_coding"
"43830","ENSG00000264712","miRNA"
"43831","ENSG00000259071","lncRNA"
"43832","ENSG00000258857","lncRNA"
"43833","ENSG00000125375","protein_coding"
"43834","ENSG00000100490","protein_coding"
"43835","ENSG00000092200","protein_coding"
"43836","ENSG00000271780","lncRNA"
"43837","ENSG00000272444","lncRNA"
"43838","ENSG00000259013","processed_pseudogene"
"43839","ENSG00000133983","protein_coding"
"43840","ENSG00000258644","protein_coding"
"43841","ENSG00000222640","snRNA"
"43842","ENSG00000213463","protein_coding"
"43843","ENSG00000139985","protein_coding"
"43844","ENSG00000257759","lncRNA"
"43845","ENSG00000259158","transcribed_unprocessed_pseudogene"
"43846","ENSG00000252263","snRNA"
"43847","ENSG00000134007","protein_coding"
"43848","ENSG00000274397","unprocessed_pseudogene"
"43849","ENSG00000133997","protein_coding"
"43850","ENSG00000259115","lncRNA"
"43851","ENSG00000258951","processed_pseudogene"
"43852","ENSG00000245466","lncRNA"
"43853","ENSG00000240837","misc_RNA"
"43854","ENSG00000133985","protein_coding"
"43855","ENSG00000258689","lncRNA"
"43856","ENSG00000259153","lncRNA"
"43857","ENSG00000275630","lncRNA"
"43858","ENSG00000151322","protein_coding"
"43859","ENSG00000287153","lncRNA"
"43860","ENSG00000287777","lncRNA"
"43861","ENSG00000258897","lncRNA"
"43862","ENSG00000258702","lncRNA"
"43863","ENSG00000223299","misc_RNA"
"43864","ENSG00000287350","lncRNA"
"43865","ENSG00000258979","lncRNA"
"43866","ENSG00000287772","lncRNA"
"43867","ENSG00000280070","TEC"
"43868","ENSG00000288034","lncRNA"
"43869","ENSG00000259026","lncRNA"
"43870","ENSG00000258393","lncRNA"
"43871","ENSG00000006432","protein_coding"
"43872","ENSG00000258680","processed_pseudogene"
"43873","ENSG00000270713","processed_pseudogene"
"43874","ENSG00000199285","misc_RNA"
"43875","ENSG00000100934","protein_coding"
"43876","ENSG00000259121","processed_pseudogene"
"43877","ENSG00000258651","lncRNA"
"43878","ENSG00000258591","processed_pseudogene"
"43879","ENSG00000182400","protein_coding"
"43880","ENSG00000285830","lncRNA"
"43881","ENSG00000241984","processed_pseudogene"
"43882","ENSG00000259083","lncRNA"
"43883","ENSG00000100941","protein_coding"
"43884","ENSG00000258671","processed_pseudogene"
"43885","ENSG00000270503","processed_pseudogene"
"43886","ENSG00000258940","lncRNA"
"43887","ENSG00000100749","protein_coding"
"43888","ENSG00000100532","protein_coding"
"43889","ENSG00000258425","lncRNA"
"43890","ENSG00000258976","lncRNA"
"43891","ENSG00000119682","protein_coding"
"43892","ENSG00000258439","processed_pseudogene"
"43893","ENSG00000222604","snoRNA"
"43894","ENSG00000119616","protein_coding"
"43895","ENSG00000119596","protein_coding"
"43896","ENSG00000168175","protein_coding"
"43897","ENSG00000131981","protein_coding"
"43898","ENSG00000126787","protein_coding"
"43899","ENSG00000258050","lncRNA"
"43900","ENSG00000279392","processed_pseudogene"
"43901","ENSG00000271180","processed_pseudogene"
"43902","ENSG00000258413","lncRNA"
"43903","ENSG00000178974","protein_coding"
"43904","ENSG00000239686","processed_pseudogene"
"43905","ENSG00000278818","misc_RNA"
"43906","ENSG00000258469","processed_pseudogene"
"43907","ENSG00000258455","lncRNA"
"43908","ENSG00000126775","protein_coding"
"43909","ENSG00000259318","processed_pseudogene"
"43910","ENSG00000182521","protein_coding"
"43911","ENSG00000239199","processed_pseudogene"
"43912","ENSG00000186615","lncRNA"
"43913","ENSG00000213641","processed_pseudogene"
"43914","ENSG00000271484","unprocessed_pseudogene"
"43915","ENSG00000200742","misc_RNA"
"43916","ENSG00000072121","protein_coding"
"43917","ENSG00000182185","protein_coding"
"43918","ENSG00000258837","lncRNA"
"43919","ENSG00000244677","misc_RNA"
"43920","ENSG00000243546","misc_RNA"
"43921","ENSG00000240210","processed_pseudogene"
"43922","ENSG00000258477","processed_pseudogene"
"43923","ENSG00000287385","lncRNA"
"43924","ENSG00000259038","lncRNA"
"43925","ENSG00000258623","lncRNA"
"43926","ENSG00000242941","processed_pseudogene"
"43927","ENSG00000287167","lncRNA"
"43928","ENSG00000260806","lncRNA"
"43929","ENSG00000259110","lncRNA"
"43930","ENSG00000285584","lncRNA"
"43931","ENSG00000258860","lncRNA"
"43932","ENSG00000240023","processed_pseudogene"
"43933","ENSG00000100906","protein_coding"
"43934","ENSG00000259022","processed_pseudogene"
"43935","ENSG00000259017","lncRNA"
"43936","ENSG00000259105","processed_pseudogene"
"43937","ENSG00000258783","processed_pseudogene"
"43938","ENSG00000168348","protein_coding"
"43939","ENSG00000253059","snoRNA"
"43940","ENSG00000257957","processed_pseudogene"
"43941","ENSG00000258938","lncRNA"
"43942","ENSG00000258300","processed_pseudogene"
"43943","ENSG00000100916","protein_coding"
"43944","ENSG00000257272","lncRNA"
"43945","ENSG00000257307","processed_pseudogene"
"43946","ENSG00000257614","lncRNA"
"43947","ENSG00000257720","processed_pseudogene"
"43948","ENSG00000257826","lncRNA"
"43949","ENSG00000092020","protein_coding"
"43950","ENSG00000166170","protein_coding"
"43951","ENSG00000022976","protein_coding"
"43952","ENSG00000100949","protein_coding"
"43953","ENSG00000100796","protein_coding"
"43954","ENSG00000140009","protein_coding"
"43955","ENSG00000092036","protein_coding"
"43956","ENSG00000182218","protein_coding"
"43957","ENSG00000119673","protein_coding"
"43958","ENSG00000177465","protein_coding"
"43959","ENSG00000139914","protein_coding"
"43960","ENSG00000165762","protein_coding"
"43961","ENSG00000165379","protein_coding"
"43962","ENSG00000176299","protein_coding"
"43963","ENSG00000169484","protein_coding"
"43964","ENSG00000255804","protein_coding"
"43965","ENSG00000176253","protein_coding"
"43966","ENSG00000155249","protein_coding"
"43967","ENSG00000169208","protein_coding"
"43968","ENSG00000197734","lncRNA"
"43969","ENSG00000258027","transcribed_unprocessed_pseudogene"
"43970","ENSG00000278184","transcribed_unprocessed_pseudogene"
"43971","ENSG00000174373","protein_coding"
"43972","ENSG00000012983","protein_coding"
"43973","ENSG00000197102","protein_coding"
"43974","ENSG00000100813","protein_coding"
"43975","ENSG00000252497","ribozyme"
"43976","ENSG00000125954","protein_coding"
"43977","ENSG00000176153","protein_coding"
"43978","ENSG00000139998","protein_coding"
"43979","ENSG00000257365","protein_coding"
"43980","ENSG00000272158","lncRNA"
"43981","ENSG00000125952","protein_coding"
"43982","ENSG00000266531","miRNA"
"43983","ENSG00000259118","lncRNA"
"43984","ENSG00000172590","protein_coding"
"43985","ENSG00000185650","protein_coding"
"43986","ENSG00000196553","protein_coding"
"43987","ENSG00000177108","protein_coding"
"43988","ENSG00000269883","lncRNA"
"43989","ENSG00000258552","processed_pseudogene"
"43990","ENSG00000201384","snoRNA"
"43991","ENSG00000221754","miRNA"
"43992","ENSG00000100577","protein_coding"
"43993","ENSG00000100580","protein_coding"
"43994","ENSG00000258510","processed_pseudogene"
"43995","ENSG00000100583","protein_coding"
"43996","ENSG00000183828","protein_coding"
"43997","ENSG00000185024","protein_coding"
"43998","ENSG00000258500","transcribed_processed_pseudogene"
"43999","ENSG00000253075","misc_RNA"
"44000","ENSG00000183092","protein_coding"
"44001","ENSG00000259031","lncRNA"
"44002","ENSG00000258576","lncRNA"
"44003","ENSG00000197358","transcribed_processed_pseudogene"
"44004","ENSG00000257869","lncRNA"
"44005","ENSG00000240179","processed_pseudogene"
"44006","ENSG00000258038","lncRNA"
"44007","ENSG00000257523","lncRNA"
"44008","ENSG00000258028","lncRNA"
"44009","ENSG00000252065","snRNA"
"44010","ENSG00000257522","lncRNA"
"44011","ENSG00000258107","lncRNA"
"44012","ENSG00000286040","lncRNA"
"44013","ENSG00000212518","snRNA"
"44014","ENSG00000257120","lncRNA"
"44015","ENSG00000252686","snRNA"
"44016","ENSG00000287142","lncRNA"
"44017","ENSG00000186960","lncRNA"
"44018","ENSG00000198133","protein_coding"
"44019","ENSG00000259116","lncRNA"
"44020","ENSG00000259160","processed_pseudogene"
"44021","ENSG00000165807","protein_coding"
"44022","ENSG00000259076","lncRNA"
"44023","ENSG00000259010","processed_pseudogene"
"44024","ENSG00000126822","protein_coding"
"44025","ENSG00000070182","protein_coding"
"44026","ENSG00000284269","miRNA"
"44027","ENSG00000009830","protein_coding"
"44028","ENSG00000184394","protein_coding"
"44029","ENSG00000142208","protein_coding"
"44030","ENSG00000221977","protein_coding"
"44031","ENSG00000207952","miRNA"
"44032","ENSG00000184887","protein_coding"
"44033","ENSG00000176198","protein_coding"
"44034","ENSG00000198513","protein_coding"
"44035","ENSG00000240513","processed_pseudogene"
"44036","ENSG00000213867","processed_pseudogene"
"44037","ENSG00000100473","protein_coding"
"44038","ENSG00000258525","lncRNA"
"44039","ENSG00000196792","protein_coding"
"44040","ENSG00000258886","processed_pseudogene"
"44041","ENSG00000258968","processed_pseudogene"
"44042","ENSG00000092148","protein_coding"
"44043","ENSG00000258640","processed_pseudogene"
"44044","ENSG00000207440","snRNA"
"44045","ENSG00000202402","misc_RNA"
"44046","ENSG00000257831","lncRNA"
"44047","ENSG00000199291","misc_RNA"
"44048","ENSG00000072110","protein_coding"
"44049","ENSG00000100478","protein_coding"
"44050","ENSG00000258902","lncRNA"
"44051","ENSG00000258814","lncRNA"
"44052","ENSG00000259107","lncRNA"
"44053","ENSG00000205562","lncRNA"
"44054","ENSG00000258945","lncRNA"
"44055","ENSG00000185070","protein_coding"
"44056","ENSG00000286333","lncRNA"
"44057","ENSG00000273830","miRNA"
"44058","ENSG00000258871","lncRNA"
"44059","ENSG00000285936","lncRNA"
"44060","ENSG00000206751","misc_RNA"
"44061","ENSG00000176043","processed_pseudogene"
"44062","ENSG00000176473","protein_coding"
"44063","ENSG00000090060","protein_coding"
"44064","ENSG00000133961","protein_coding"
"44065","ENSG00000258289","protein_coding"
"44066","ENSG00000092208","protein_coding"
"44067","ENSG00000205683","protein_coding"
"44068","ENSG00000176281","protein_coding"
"44069","ENSG00000257115","protein_coding"
"44070","ENSG00000140043","protein_coding"
"44071","ENSG00000196832","protein_coding"
"44072","ENSG00000066735","protein_coding"
"44073","ENSG00000100836","protein_coding"
"44074","ENSG00000027075","protein_coding"
"44075","ENSG00000276240","protein_coding"
"44076","ENSG00000100445","protein_coding"
"44077","ENSG00000165553","protein_coding"
"44078","ENSG00000258453","protein_coding"
"44079","ENSG00000139915","protein_coding"
"44080","ENSG00000169488","protein_coding"
"44081","ENSG00000165795","protein_coding"
"44082","ENSG00000169397","protein_coding"
"44083","ENSG00000211780","TR_V_gene"
"44084","ENSG00000211781","TR_V_gene"
"44085","ENSG00000211782","TR_V_gene"
"44086","ENSG00000211783","TR_V_gene"
"44087","ENSG00000211784","TR_V_gene"
"44088","ENSG00000256474","TR_V_pseudogene"
"44089","ENSG00000211785","TR_V_gene"
"44090","ENSG00000211786","TR_V_gene"
"44091","ENSG00000211787","TR_V_gene"
"44092","ENSG00000211788","TR_V_gene"
"44093","ENSG00000211789","TR_V_gene"
"44094","ENSG00000211790","TR_V_gene"
"44095","ENSG00000256379","TR_V_pseudogene"
"44096","ENSG00000211791","TR_V_gene"
"44097","ENSG00000211792","TR_V_gene"
"44098","ENSG00000211793","TR_V_gene"
"44099","ENSG00000258482","TR_V_pseudogene"
"44100","ENSG00000258557","processed_pseudogene"
"44101","ENSG00000211794","TR_V_gene"
"44102","ENSG00000211795","TR_V_gene"
"44103","ENSG00000211796","TR_V_gene"
"44104","ENSG00000211797","TR_V_gene"
"44105","ENSG00000211798","TR_V_gene"
"44106","ENSG00000211799","TR_V_gene"
"44107","ENSG00000258705","processed_pseudogene"
"44108","ENSG00000211800","TR_V_gene"
"44109","ENSG00000211801","TR_V_gene"
"44110","ENSG00000276428","processed_pseudogene"
"44111","ENSG00000211802","TR_V_gene"
"44112","ENSG00000211803","TR_V_gene"
"44113","ENSG00000211804","TR_V_gene"
"44114","ENSG00000211805","TR_V_gene"
"44115","ENSG00000211806","TR_V_gene"
"44116","ENSG00000211807","TR_V_gene"
"44117","ENSG00000211808","TR_V_gene"
"44118","ENSG00000211809","TR_V_gene"
"44119","ENSG00000258835","TR_V_pseudogene"
"44120","ENSG00000211810","TR_V_gene"
"44121","ENSG00000259092","TR_V_gene"
"44122","ENSG00000249048","TR_V_pseudogene"
"44123","ENSG00000258905","TR_V_pseudogene"
"44124","ENSG00000258812","TR_V_pseudogene"
"44125","ENSG00000211812","TR_V_gene"
"44126","ENSG00000211813","TR_V_gene"
"44127","ENSG00000211814","TR_V_pseudogene"
"44128","ENSG00000211815","TR_V_gene"
"44129","ENSG00000259068","TR_V_pseudogene"
"44130","ENSG00000211816","TR_V_gene"
"44131","ENSG00000211817","TR_V_gene"
"44132","ENSG00000211818","TR_V_gene"
"44133","ENSG00000211819","TR_V_gene"
"44134","ENSG00000211820","TR_V_gene"
"44135","ENSG00000211896","IG_C_gene"
"44136","ENSG00000211897","IG_C_gene"
"44137","ENSG00000270371","processed_pseudogene"
"44138","ENSG00000211898","IG_C_gene"
"44139","ENSG00000211899","IG_C_gene"
"44140","ENSG00000265612","miRNA"
"44141","ENSG00000264024","miRNA"
"44142","ENSG00000263413","miRNA"
"44143","ENSG00000264781","miRNA"
"44144","ENSG00000211900","IG_J_gene"
"44145","ENSG00000237111","IG_J_pseudogene"
"44146","ENSG00000242472","IG_J_gene"
"44147","ENSG00000240041","IG_J_gene"
"44148","ENSG00000242887","IG_J_gene"
"44149","ENSG00000237547","IG_J_pseudogene"
"44150","ENSG00000211904","IG_J_gene"
"44151","ENSG00000211905","IG_J_gene"
"44152","ENSG00000236597","IG_D_gene"
"44153","ENSG00000227335","IG_J_pseudogene"
"44154","ENSG00000211907","IG_D_gene"
"44155","ENSG00000225825","IG_D_gene"
"44156","ENSG00000211909","IG_D_gene"
"44157","ENSG00000227196","IG_D_gene"
"44158","ENSG00000211911","IG_D_gene"
"44159","ENSG00000211912","IG_D_gene"
"44160","ENSG00000244620","lncRNA"
"44161","ENSG00000237020","IG_D_gene"
"44162","ENSG00000211914","IG_D_gene"
"44163","ENSG00000211915","IG_D_gene"
"44164","ENSG00000227800","IG_D_gene"
"44165","ENSG00000211917","IG_D_gene"
"44166","ENSG00000211918","IG_D_gene"
"44167","ENSG00000227108","IG_D_gene"
"44168","ENSG00000211920","IG_D_gene"
"44169","ENSG00000211921","IG_D_gene"
"44170","ENSG00000232543","IG_D_gene"
"44171","ENSG00000211923","IG_D_gene"
"44172","ENSG00000211924","IG_D_gene"
"44173","ENSG00000211925","IG_D_gene"
"44174","ENSG00000237197","IG_D_gene"
"44175","ENSG00000228131","IG_D_gene"
"44176","ENSG00000211928","IG_D_gene"
"44177","ENSG00000233655","IG_D_gene"
"44178","ENSG00000211930","IG_D_gene"
"44179","ENSG00000211931","IG_D_gene"
"44180","ENSG00000226777","lncRNA"
"44181","ENSG00000236170","IG_D_gene"
"44182","ENSG00000211933","IG_V_gene"
"44183","ENSG00000254279","IG_V_pseudogene"
"44184","ENSG00000271968","transcribed_unprocessed_pseudogene"
"44185","ENSG00000225200","processed_pseudogene"
"44186","ENSG00000211934","IG_V_gene"
"44187","ENSG00000253780","IG_V_pseudogene"
"44188","ENSG00000211935","IG_V_gene"
"44189","ENSG00000276775","IG_V_gene"
"44190","ENSG00000282122","IG_V_gene"
"44191","ENSG00000211937","IG_V_gene"
"44192","ENSG00000253387","IG_V_pseudogene"
"44193","ENSG00000254053","IG_V_pseudogene"
"44194","ENSG00000253763","IG_V_pseudogene"
"44195","ENSG00000211938","IG_V_gene"
"44196","ENSG00000199480","rRNA_pseudogene"
"44197","ENSG00000254329","IG_V_pseudogene"
"44198","ENSG00000211970","IG_V_gene"
"44199","ENSG00000253132","IG_V_pseudogene"
"44200","ENSG00000253747","IG_V_pseudogene"
"44201","ENSG00000253936","IG_V_pseudogene"
"44202","ENSG00000223648","IG_V_gene"
"44203","ENSG00000253209","IG_V_pseudogene"
"44204","ENSG00000253169","IG_V_pseudogene"
"44205","ENSG00000211972","IG_V_gene"
"44206","ENSG00000253274","IG_V_pseudogene"
"44207","ENSG00000223506","processed_pseudogene"
"44208","ENSG00000253820","IG_V_pseudogene"
"44209","ENSG00000254036","IG_V_pseudogene"
"44210","ENSG00000253635","IG_V_pseudogene"
"44211","ENSG00000254052","IG_V_pseudogene"
"44212","ENSG00000253703","IG_V_pseudogene"
"44213","ENSG00000211973","IG_V_gene"
"44214","ENSG00000211974","IG_V_gene"
"44215","ENSG00000282600","IG_V_pseudogene"
"44216","ENSG00000281990","IG_V_gene"
"44217","ENSG00000283571","IG_pseudogene"
"44218","ENSG00000280411","IG_V_gene"
"44219","ENSG00000274576","IG_V_gene"
"44220","ENSG00000254056","IG_V_pseudogene"
"44221","ENSG00000225698","IG_V_gene"
"44222","ENSG00000211976","IG_V_gene"
"44223","ENSG00000224650","IG_V_gene"
"44224","ENSG00000254134","IG_V_pseudogene"
"44225","ENSG00000254176","IG_V_pseudogene"
"44226","ENSG00000253247","IG_V_pseudogene"
"44227","ENSG00000253310","IG_V_pseudogene"
"44228","ENSG00000265929","miRNA"
"44229","ENSG00000211978","IG_V_pseudogene"
"44230","ENSG00000253674","IG_V_pseudogene"
"44231","ENSG00000275747","IG_V_pseudogene"
"44232","ENSG00000283906","IG_V_pseudogene"
"44233","ENSG00000211979","IG_V_gene"
"44234","ENSG00000253303","IG_V_pseudogene"
"44235","ENSG00000151338","protein_coding"
"44236","ENSG00000176438","protein_coding"
"44237","ENSG00000092096","protein_coding"
"44238","ENSG00000126803","protein_coding"
"44239","ENSG00000100565","protein_coding"
"44240","ENSG00000119608","protein_coding"
"44241","ENSG00000197555","protein_coding"
"44242","ENSG00000126804","protein_coding"
"44243","ENSG00000100505","protein_coding"
"44244","ENSG00000100884","protein_coding"
"44245","ENSG00000176230","protein_coding"
"44246","ENSG00000139880","protein_coding"
"44247","ENSG00000258777","lncRNA"
"44248","ENSG00000100644","protein_coding"
"44249","ENSG00000258667","lncRNA"
"44250","ENSG00000258964","lncRNA"
"44251","ENSG00000023608","protein_coding"
"44252","ENSG00000279633","TEC"
"44253","ENSG00000139973","protein_coding"
"44254","ENSG00000258956","processed_pseudogene"
"44255","ENSG00000258842","lncRNA"
"44256","ENSG00000258903","lncRNA"
"44257","ENSG00000186369","transcribed_unitary_pseudogene"
"44258","ENSG00000259142","lncRNA"
"44259","ENSG00000270852","unprocessed_pseudogene"
"44260","ENSG00000258590","transcribed_unprocessed_pseudogene"
"44261","ENSG00000258410","lncRNA"
"44262","ENSG00000259383","lncRNA"
"44263","ENSG00000277865","protein_coding"
"44264","ENSG00000259156","transcribed_unprocessed_pseudogene"
"44265","ENSG00000259098","processed_pseudogene"
"44266","ENSG00000259769","processed_pseudogene"
"44267","ENSG00000259152","lncRNA"
"44268","ENSG00000286884","lncRNA"
"44269","ENSG00000214265","protein_coding"
"44270","ENSG00000258771","processed_pseudogene"
"44271","ENSG00000271336","IG_D_gene"
"44272","ENSG00000259698","unprocessed_pseudogene"
"44273","ENSG00000260399","unprocessed_pseudogene"
"44274","ENSG00000278541","processed_pseudogene"
"44275","ENSG00000279445","unprocessed_pseudogene"
"44276","ENSG00000259414","unprocessed_pseudogene"
"44277","ENSG00000261739","protein_coding"
"44278","ENSG00000237850","transcribed_unprocessed_pseudogene"
"44279","ENSG00000153684","protein_coding"
"44280","ENSG00000270961","IG_D_gene"
"44281","ENSG00000259425","transcribed_unprocessed_pseudogene"
"44282","ENSG00000258712","processed_pseudogene"
"44283","ENSG00000260053","processed_pseudogene"
"44284","ENSG00000258916","unprocessed_pseudogene"
"44285","ENSG00000287922","lncRNA"
"44286","ENSG00000182974","protein_coding"
"44287","ENSG00000259905","lncRNA"
"44288","ENSG00000258721","unprocessed_pseudogene"
"44289","ENSG00000214254","processed_pseudogene"
"44290","ENSG00000274102","protein_coding"
